Title,Year,Rated,Runtime,Genre,RottenTomatoes,Metascore,IMDB,BoxOffice
Imagine Me & You,2005,R,90,"Comedy, Drama, Romance",35,49,6.7,672243
Immortal Beloved,1994,R,121,"Biography, Drama, Music",57,0,7.4,9914409
In a Heartbeat,2017,TV-PG,4,"Animation, Short, Comedy",0,0,7.6,0
In a Lonely Place,1950,Not Rated,94,"Drama, Film-Noir, Mystery",96,0,7.9,0
In America,2002,PG-13,105,Drama,90,76,7.7,15539656
In Bruges,2008,R,107,"Comedy, Crime, Drama",85,67,7.9,7800824
In Cold Blood,1967,R,134,"Biography, Crime, Drama",81,89,7.9,0
In the Heat of the Night,1967,Approved,110,"Drama, Mystery, Thriller",96,76,7.9,0
In the Heights,2021,PG-13,143,"Drama, Musical, Romance",94,84,7.3,29975167
In the Loop,2009,Not Rated,106,Comedy,94,83,7.4,2388804
In the Mouth of Madness,1994,R,95,"Drama, Fantasy, Horror",58,53,7.1,8924549
In the Name of the Father,1993,R,133,"Biography, Crime, Drama",94,84,8.1,25096862
In Your Eyes,2014,Not Rated,106,"Fantasy, Romance",61,0,6.9,0
Inception,2010,PG-13,148,"Action, Adventure, Sci-Fi",87,74,8.8,292587330
Incident in a Ghostland,2018,Not Rated,91,"Drama, Horror, Mystery",53,44,6.4,0
Incredibles 2,2018,PG,118,"Animation, Action, Adventure",93,80,7.6,608581744
Indiana Jones and the Last Crusade,1989,PG-13,127,"Action, Adventure",84,65,8.2,197171806
Indiana Jones and the Temple of Doom,1984,PG,118,"Action, Adventure",77,57,7.5,179870271
Inglourious Basterds,2009,R,153,"Adventure, Drama, War",89,69,8.4,120540719
Inherit the Wind,1960,Approved,128,"Biography, Drama, History",93,75,8.1,0
Injustice,2021,R,78,"Animation, Action, Adventure",0,0,6.4,0
Inside Llewyn Davis,2013,R,104,"Drama, Music",92,93,7.4,13235319
Inside Man,2006,R,129,"Crime, Drama, Mystery",86,76,7.6,88513495
Inside Out,2015,PG,95,"Animation, Adventure, Comedy",98,94,8.1,356921711
Instant Family,2018,PG-13,118,"Comedy, Drama",82,57,7.3,67363237
Interstate 60,2002,R,116,"Adventure, Comedy, Drama",0,0,7.6,0
Interstellar,2014,PG-13,169,"Adventure, Drama, Sci-Fi",73,74,8.7,188020017
Interview with the Vampire: The Vampire Chronicles,1994,R,123,"Drama, Fantasy, Horror",63,59,7.5,105264608
Into the Wild,2007,R,148,"Adventure, Biography, Drama",83,73,8.1,18354356
Intolerance,1916,Approved,163,"Drama, History",97,99,7.7,0
Invasion of the Body Snatchers,1956,Approved,80,"Drama, Horror, Sci-Fi",98,92,7.7,0
Invasion of the Body Snatchers,1978,PG,115,"Horror, Sci-Fi",93,75,7.4,24946533
Invictus,2009,PG-13,134,"Action, Adventure, Biography",76,74,7.3,37491364
Irma la Douce,1963,Approved,147,"Comedy, Romance",76,63,7.3,0
Iron Man,2008,PG-13,126,"Action, Adventure, Sci-Fi",94,79,7.9,319034126
Isle of Dogs,2018,PG-13,101,"Animation, Adventure, Comedy",90,82,7.8,32015231
It,2017,R,135,Horror,85,69,7.3,328874981
It Happened One Night,1934,Approved,105,"Comedy, Romance",98,87,8.1,0
It's a Wonderful Life,1946,PG,130,"Drama, Family, Fantasy",94,89,8.6,1483643
"It's the Great Pumpkin, Charlie Brown",1966,TV-G,25,"Animation, Comedy, Family",95,0,8.2,0
Jackie Brown,1997,R,154,"Crime, Drama, Thriller",88,64,7.5,39673162
Jack-Jack Attack,2005,Not Rated,5,"Animation, Short, Adventure, Comedy, Family",0,0,7.6,0
Jacob's Ladder,1990,R,113,"Drama, Horror, Mystery",72,62,7.4,26118851
Jane Eyre,2011,PG-13,120,"Drama, Mystery, Romance",85,76,7.3,11242660
Jason and the Argonauts,1963,G,104,"Action, Adventure, Family",89,69,7.3,0
Jaws,1975,PG,124,"Adventure, Mystery, Thriller",97,87,8.1,266567580
Jeremiah Johnson,1972,PG,108,"Adventure, Drama, Western",91,75,7.6,0
JFK,1991,R,189,"Drama, History, Thriller",84,72,8.0,70405498
John Q,2002,PG-13,116,"Crime, Drama, Thriller",25,30,7.1,71756802
John Wick,2014,R,101,"Action, Crime, Thriller",86,68,7.4,43037835
John Wick: Chapter 2,2017,R,122,"Action, Crime, Thriller",89,75,7.4,92029184
John Wick: Chapter 3 - Parabellum,2019,R,130,"Action, Crime, Thriller",89,73,7.4,171015687
John Wick: Chapter 4,2023,R,169,"Action, Crime, Thriller",94,78,7.7,187131806
Johnny Got His Gun,1971,R,111,"Drama, War",67,71,7.8,0
Johnny Guitar,1954,Not Rated,110,"Drama, Western",94,83,7.6,0
Jojo Rabbit,2019,PG-13,108,"Comedy, Drama, War",80,58,7.9,33370906
Joker,2019,R,122,"Crime, Drama, Thriller",69,59,8.4,335477657
Judas and the Black Messiah,2021,R,126,"Biography, Drama, History",97,85,7.4,5478009
Judgment at Nuremberg,1961,Approved,179,"Drama, War",92,60,8.3,0
Juice,1992,R,95,"Action, Crime, Drama",80,60,7.0,20146880
Jumanji,1995,PG,104,"Adventure, Comedy, Family",51,39,7.1,100499940
Jungle Cruise,2021,PG-13,127,"Action, Adventure, Comedy",63,50,6.6,116987516
Juno,2007,PG-13,96,"Comedy, Drama",94,81,7.5,143495265
Jurassic Park,1993,PG-13,127,"Action, Adventure, Sci-Fi",91,68,8.2,407185075
Just Mercy,2019,PG-13,137,"Biography, Crime, Drama",85,68,7.6,36001502
Justice League Dark,2017,R,75,"Animation, Action, Adventure, Family, Fantasy, Horror, Sci-Fi",80,0,7.1,0
Justice League Dark: Apokolips War,2020,R,90,"Animation, Action, Sci-Fi",100,0,7.8,0
Justice League vs. Teen Titans,2016,PG-13,78,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",80,0,7.0,0
Justice League: Crisis on Two Earths,2010,PG-13,75,"Animation, Action, Fantasy, Sci-Fi",0,0,7.3,0
Justice League: Doom,2012,PG-13,75,"Animation, Action, Fantasy, Sci-Fi",100,0,7.5,0
Justice League: Gods and Monsters,2015,PG-13,76,"Animation, Action, Adventure, Fantasy, Sci-Fi",88,0,7.0,0
Justice League: The Flashpoint Paradox,2013,PG-13,75,"Animation, Action, Adventure, Fantasy, Sci-Fi",100,0,8.1,0
Justice League: War,2014,PG-13,79,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",57,0,7.3,0
Justice Society: World War II,2021,PG-13,84,"Animation, Action, Adventure",76,0,6.4,0
Keith,2008,PG-13,95,"Drama, Romance",0,0,7.4,0
Kelly's Heroes,1970,PG,144,"Adventure, Comedy, War",78,50,7.6,5200000
Kes,1969,PG-13,111,"Drama, Family",100,0,7.9,0
Key Largo,1948,Approved,100,"Action, Crime, Drama",97,0,7.7,7017420
Kick-Ass,2010,R,117,"Action, Comedy, Crime",77,66,7.6,48071303
Kill Bill: The Whole Bloody Affair,2006,Not Rated,247,"Action, Crime, Thriller",0,0,8.7,0
Kill Bill: Vol. 1,2003,R,111,"Action, Crime, Thriller",85,69,8.2,70099045
Kill Bill: Vol. 2,2004,R,137,"Action, Crime, Thriller",84,83,8.0,66208183
Kill Your Darlings,2013,R,104,"Biography, Drama, Romance",76,65,6.4,1030064
Killers of the Flower Moon,2023,R,206,"Crime, Drama, History",93,89,7.8,67301042
Kind Hearts and Coronets,1949,Not Rated,106,"Comedy, Crime",100,0,8.0,35948
King Kong,1933,Approved,100,"Adventure, Horror, Sci-Fi",97,92,7.9,0
King Richard,2021,PG-13,144,"Biography, Drama, Sport",90,76,7.5,15129285
Kingsman: The Secret Service,2014,R,129,"Action, Adventure, Comedy",75,60,7.7,128261724
Kiss and Cry,2017,TV-PG,95,"Biography, Drama, Music",0,0,6.7,0
Kiss Kiss Bang Bang,2005,R,103,"Comedy, Crime, Mystery",86,72,7.5,4243756
Kiss Me Deadly,1955,Not Rated,106,"Crime, Film-Noir, Mystery",98,0,7.5,726000
Kitbull,2019,PG,9,"Animation, Short, Drama",0,0,8.0,330661
Klaus,2019,PG,96,"Animation, Adventure, Comedy",95,65,8.2,0
Knives Out,2019,PG-13,130,"Comedy, Crime, Drama",97,82,7.9,165363234
K-PAX,2001,PG-13,120,"Drama, Mystery, Sci-Fi",42,49,7.4,50338485
Kramer vs. Kramer,1979,PG,105,Drama,89,77,7.8,106260000
Kubo and the Two Strings,2016,PG,101,"Animation, Action, Adventure",97,84,7.7,48023088
Kung Fu Panda,2008,PG,92,"Animation, Action, Adventure",87,74,7.6,215771591
Kung Fury,2015,TV-14,31,"Short, Action, Comedy",0,0,8.0,0
L.A. Confidential,1997,R,138,"Crime, Drama, Mystery",99,91,8.2,64616940
La Bamba,1987,PG-13,108,"Biography, Drama, Music",82,65,6.9,54215416
La La Land,2016,PG-13,128,"Comedy, Drama, Music",91,94,8.0,151101803
La Luna,2011,G,7,"Animation, Short, Drama",0,0,7.9,0
Labyrinth,1986,PG,101,"Adventure, Family, Fantasy",75,50,7.3,13723253
Lady and the Tramp,2019,PG,111,"Adventure, Comedy, Family",67,48,6.2,0
Lady and the Tramp,1955,G,76,"Animation, Adventure, Comedy",93,78,7.3,93602326
Lady Bird,2017,R,94,"Comedy, Drama",99,93,7.4,48958273
Lars and the Real Girl,2007,PG-13,106,"Comedy, Drama, Romance",81,70,7.3,5972884
Last Christmas,2019,PG-13,103,"Comedy, Drama, Fantasy",46,50,6.5,35150750
Last Holiday,2006,PG-13,112,"Comedy, Drama, Romance",55,52,6.6,38399961
Last Night in Soho,2021,R,116,"Drama, Horror, Mystery",75,65,7.0,10127625
Laura,1944,Approved,88,"Drama, Film-Noir, Mystery",100,0,7.9,0
Lava,2014,G,7,"Animation, Short, Family",0,0,7.2,0
Law Abiding Citizen,2009,R,109,"Action, Crime, Drama",26,34,7.4,73357727
Lawless,2012,R,116,"Biography, Crime, Drama",67,58,7.2,37400127
Lawrence of Arabia,1962,Approved,218,"Adventure, Biography, Drama",94,100,8.3,45306425
Leap!,2016,PG,89,"Animation, Adventure, Comedy",41,48,6.7,24702560
Leaving Las Vegas,1995,R,111,"Drama, Romance",91,82,7.5,32029928
Legends of the Fall,1994,R,133,"Drama, Romance, War",59,45,7.5,66638883
Lemonade Mouth,2011,TV-PG,103,"Comedy, Drama, Family",80,0,6.9,0
Leo,2023,PG,102,"Animation, Comedy, Family",0,0,7.0,0
Léon: The Professional,1994,R,110,"Action, Crime, Drama",74,64,8.5,19501238
Les Misérables,2012,PG-13,158,"Drama, Musical, Romance",70,63,7.5,148809770
Les Misérables,1998,PG-13,134,"Crime, Drama, Romance",75,65,7.4,14096321
Lethal Weapon,1987,R,109,"Action, Crime, Thriller",80,68,7.6,65207127
Letters from Iwo Jima,2006,R,141,"Action, Adventure, Drama",91,89,7.8,13756082
Life as a House,2001,R,125,Drama,47,45,7.5,15667270
Life in a Year,2020,PG-13,107,"Drama, Romance",0,0,6.2,0
Life Itself,2018,R,117,"Drama, Romance",13,21,6.9,4102648
Life of Brian,1979,R,94,Comedy,96,77,8.0,20206622
Life of Pi,2012,PG,127,"Adventure, Drama, Fantasy",86,79,7.9,124987023
Lifeboat,1944,Not Rated,97,"Drama, War",90,78,7.6,0
Lifted,2006,G,5,"Animation, Short, Comedy",0,0,7.8,0
Lights Out,2013,Not Rated,3,"Short, Horror",0,0,7.6,0
Lilo & Stitch,2002,PG,85,"Animation, Adventure, Comedy",87,74,7.3,145794338
Limelight,1952,G,137,"Drama, Music, Romance",92,84,8.0,0
Limitless,2011,PG-13,105,"Sci-Fi, Thriller",68,59,7.4,79249455
Lion,2016,PG-13,118,"Biography, Drama",84,69,8.0,51738905
Little Big Man,1970,PG-13,139,"Adventure, Comedy, Drama",91,63,7.5,31559552
Little Boy,2015,PG-13,106,"Drama, History, War",25,30,7.3,6485961
Little Children,2006,R,137,"Drama, Romance",80,75,7.5,5463019
Little Manhattan,2005,PG,90,"Comedy, Family, Romance",77,52,7.4,385373
Little Miss Sunshine,2006,R,101,"Comedy, Drama",91,80,7.8,59891098
Little Women,2019,PG,135,"Drama, Romance",95,91,7.8,108101214
Little Women,1994,PG,115,"Drama, Family, Romance",93,87,7.3,50083616
Living,2022,PG-13,102,Drama,96,81,7.2,3038113
"Lock, Stock and Two Smoking Barrels",1998,R,107,"Action, Comedy, Crime",75,66,8.1,3753929
Logan,2017,R,137,"Action, Drama, Sci-Fi",93,77,8.1,226277068
Lolita,1962,Not Rated,153,"Crime, Drama, Romance",91,79,7.5,0
Lolita,1997,R,137,"Drama, Romance",69,46,6.8,1071255
Lone Survivor,2013,R,121,"Action, Biography, Drama",75,60,7.5,125095601
Lord of War,2005,R,122,"Crime, Drama",62,62,7.6,24149632
Lords of Dogtown,2005,PG-13,107,"Biography, Drama, Sport",55,56,7.1,11273517
Lorenzo's Oil,1992,PG-13,129,"Biography, Drama",93,80,7.3,7286388
Lost Highway,1997,R,134,"Mystery, Thriller",68,53,7.6,3726792
Lost in Translation,2003,R,102,"Comedy, Drama",95,91,7.7,44585453
Lou,2017,G,7,"Animation, Short, Comedy",0,0,7.8,0
Love & Basketball,2000,PG-13,124,"Drama, Romance, Sport",85,72,7.2,27475093
Love & Mercy,2014,PG-13,121,"Biography, Drama, Music",89,80,7.4,12551031
Love & Other Drugs,2010,R,112,"Comedy, Drama, Romance",49,55,6.7,32367005
Love Actually,2003,R,135,"Comedy, Drama, Romance",64,55,7.6,60221410
Love and Death,1975,PG,85,"Comedy, War",100,89,7.7,20123742
Love and Monsters,2020,PG-13,109,"Action, Adventure, Comedy",94,63,6.9,1070714
Love at First Sight,2023,PG-13,91,"Drama, Romance",0,0,6.8,0
Love Don't Cost a Thing,2003,PG-13,100,"Comedy, Romance, Drama",13,37,5.2,21924226
"Love, Rosie",2014,R,102,"Comedy, Romance",32,44,7.1,20431
"Love, Simon",2018,PG-13,110,"Comedy, Drama",92,72,7.5,40826341
Loving Vincent,2017,PG-13,94,"Animation, Drama, Mystery",84,62,7.8,6735118
Luca,2021,PG,95,"Animation, Adventure, Comedy",91,71,7.4,0
Luck,2022,G,105,"Animation, Adventure, Comedy",48,48,6.4,0
Lucky,2017,Not Rated,88,"Comedy, Drama",97,80,7.3,955925
Lucky Number Slevin,2006,R,110,"Crime, Drama, Thriller",52,53,7.7,22495466
Luxo Jr.,1986,G,2,"Animation, Short, Comedy",0,0,7.3,0
"Lyle, Lyle, Crocodile",2022,PG,106,"Adventure, Comedy, Family",72,51,6.1,46888441
M3GAN,2022,PG-13,102,"Horror, Sci-Fi, Thriller",93,72,6.4,95043350
Mad Max: Fury Road,2015,R,120,"Action, Adventure, Sci-Fi",97,90,8.1,154280290
Magnolia,1999,R,188,Drama,82,78,8.0,22455976
Magnum Force,1973,R,124,"Action, Crime, Mystery",68,58,7.2,39768000
Malcolm & Marie,2021,R,106,"Drama, Romance",56,53,6.6,0
Malcolm X,1992,PG-13,202,"Biography, Drama, History",88,73,7.7,48169910
Maleficent,2014,PG,97,"Action, Adventure, Drama",54,56,6.9,241410378
Maleficent: Mistress of Evil,2019,PG,119,"Adventure, Family, Fantasy",39,43,6.6,113929605
Mamma Mia! Here We Go Again,2018,PG-13,114,"Comedy, Musical, Romance",79,60,6.6,120634935
Man on Fire,2004,R,146,"Action, Crime, Drama",39,47,7.7,77911774
Man on the Moon,1999,R,118,"Biography, Comedy, Drama",64,58,7.4,34607430
Manchester by the Sea,2016,R,137,Drama,96,96,7.8,47695371
Manhattan,1979,R,96,"Comedy, Drama, Romance",94,83,7.8,39946780
Manhattan Murder Mystery,1993,PG,104,"Comedy, Mystery",94,71,7.3,11330911
Marathon Man,1976,R,125,"Crime, Drama, Thriller",81,64,7.4,21709020
Marcel the Shell with Shoes On,2021,PG,90,"Animation, Comedy, Drama",98,80,7.7,6333702
Marley & Me,2008,PG,115,"Drama, Family",63,53,7.0,143153751
Marnie,1964,PG,130,"Crime, Drama, Mystery",83,73,7.1,0
Marriage Story,2019,R,137,"Drama, Romance",95,94,7.9,0
Marshall,2017,PG-13,118,"Biography, Crime, Drama",80,66,7.3,10051659
Marty,1955,Not Rated,90,"Drama, Romance",96,0,7.7,0
Marvel One-Shot: Agent Carter,2013,Not Rated,15,"Short, Action, Adventure, Sci-Fi",0,0,7.6,0
Mary and Max,2009,Not Rated,92,"Animation, Comedy, Drama",95,0,8.1,0
Mary Poppins,1964,G,139,"Comedy, Family, Fantasy",96,88,7.8,102272727
Mask,1985,PG-13,120,"Biography, Drama",93,73,7.2,48230162
Master and Commander: The Far Side of the World,2003,PG-13,138,"Action, Adventure, Drama",85,81,7.5,93927920
Match Point,2005,R,124,"Drama, Romance, Thriller",77,72,7.6,23151529
Matilda,1996,PG,102,"Comedy, Family, Fantasy",92,72,7.0,33459416
Maudie,2016,PG-13,115,"Biography, Drama, Romance",89,65,7.6,6170998
Maurice,1987,R,140,"Drama, Romance",82,75,7.6,2484230
Max,2015,PG,111,"Adventure, Drama, Family",37,47,6.6,42656255
Maze Runner: The Death Cure,2018,PG-13,143,"Action, Adventure, Sci-Fi",43,50,6.2,58032443
McCabe & Mrs. Miller,1971,R,120,"Drama, Western",85,93,7.6,0
"McFarland, USA",2015,PG,129,"Biography, Drama, Sport",80,60,7.4,44482410
Me and Earl and the Dying Girl,2015,PG-13,105,"Comedy, Drama, Romance",81,74,7.7,6758416
Me Before You,2016,PG-13,110,"Drama, Romance",54,51,7.4,56245075
Mean Girls,2004,PG-13,97,Comedy,84,66,7.1,86058055
Mean Streets,1973,R,112,"Crime, Drama, Thriller",94,96,7.2,32645
Medieval,2022,R,125,"Action, Drama, History",38,46,5.9,1374325
Meet Joe Black,1998,PG-13,178,"Drama, Fantasy, Romance",46,43,7.2,44619100
Megan Leavey,2017,PG-13,116,"Action, Biography, Drama",86,66,7.1,13406883
Melancholia,2011,R,135,"Drama, Sci-Fi",80,81,7.1,3030848
Memento,2000,R,113,"Mystery, Thriller",94,83,8.4,25544867
Memoirs of a Geisha,2005,PG-13,145,"Drama, Romance",36,54,7.3,57490508
Men in Black,1997,PG-13,98,"Action, Adventure, Comedy",91,71,7.3,250690539
Men of Honor,2000,R,129,"Biography, Drama",42,56,7.2,48818921
Menace II Society,1993,R,97,"Crime, Drama, Thriller",84,76,7.5,27912072
Meshes of the Afternoon,1943,Not Rated,14,"Short, Fantasy, Mystery",100,0,7.9,0
Michael Jackson: Thriller,1983,PG,13,"Short, Horror, Music",0,0,8.7,0
Mickey's Christmas Carol,1983,G,26,"Animation, Short, Comedy",100,0,8.0,0
Mickey's Once Upon a Christmas,1999,Not Rated,66,"Animation, Comedy, Family, Fantasy",40,0,7.1,0
Mid90s,2018,R,85,"Comedy, Drama",81,66,7.3,7362439
Midnight Cowboy,1969,NC-17,113,Drama,89,79,7.8,44785053
Midnight Express,1978,R,121,"Biography, Crime, Drama",90,59,7.5,35000000
Midnight in Paris,2011,PG-13,94,"Comedy, Fantasy, Romance",93,81,7.6,56817045
Midnight Run,1988,R,126,"Action, Comedy, Crime",95,78,7.5,38413606
Midnight Sun,2018,PG-13,91,"Drama, Romance",20,38,6.6,9561064
Midsommar,2019,R,148,"Drama, Horror, Mystery",83,72,7.1,27426361
Midway,2019,PG-13,138,"Action, Drama, History",42,47,6.7,56846802
Mildred Pierce,1945,Approved,111,"Crime, Drama, Film-Noir",88,88,7.9,0
Milk,2008,R,128,"Biography, Drama, History",93,83,7.5,31841299
Miller's Crossing,1990,R,115,"Crime, Drama, Thriller",93,66,7.7,5080409
Million Dollar Baby,2004,PG-13,132,"Drama, Sport",90,86,8.1,100492203
Minari,2020,PG-13,115,Drama,98,89,7.4,3110580
Minions: The Rise of Gru,2022,PG,87,"Animation, Adventure, Comedy",70,56,6.5,370270765
Minority Report,2002,PG-13,145,"Action, Crime, Mystery",89,80,7.6,132072926
Miracle,2004,PG,135,"Biography, Drama, History",81,68,7.4,64378093
Miracle on 34th Street,1947,Not Rated,96,"Comedy, Drama, Family",96,88,7.9,0
Miracles from Heaven,2016,PG,109,"Biography, Drama, Family",45,44,7.1,61705123
Misery,1990,R,107,"Drama, Thriller",91,75,7.8,61276872
Miss Sloane,2016,R,132,Drama,76,64,7.5,3500605
Miss You Already,2015,PG-13,112,"Comedy, Drama, Romance",71,59,6.8,1162653
Missing,2023,PG-13,111,"Drama, Mystery, Thriller",88,66,7.1,32502025
Missing,1982,PG,122,"Biography, Drama, History",94,78,7.7,14000000
Mission: Impossible - Dead Reckoning Part One,2023,PG-13,163,"Action, Adventure, Thriller",96,81,7.8,172135383
Mission: Impossible - Fallout,2018,PG-13,147,"Action, Adventure, Thriller",97,86,7.7,220159104
Mission: Impossible - Ghost Protocol,2011,PG-13,132,"Action, Adventure, Thriller",93,73,7.4,209397903
Mission: Impossible - Rogue Nation,2015,PG-13,131,"Action, Adventure, Thriller",94,75,7.4,195042377
Mississippi Burning,1988,R,128,"Crime, Drama, Mystery",79,65,7.8,34603943
Moana,2016,PG,107,"Animation, Adventure, Comedy",95,81,7.6,248757044
Modern Times,1936,G,87,"Comedy, Drama, Romance",98,96,8.5,163577
Molly's Game,2017,R,140,"Biography, Crime, Drama",81,71,7.4,28780744
Moneyball,2011,PG-13,133,"Biography, Drama, Sport",94,87,7.6,75605492
Monsieur Verdoux,1947,Approved,124,"Comedy, Crime, Drama",97,0,7.8,64636
Monster,2003,R,109,"Biography, Crime, Drama",82,74,7.3,34469210
Monster Pets: A Hotel Transylvania Short Film,2021,G,6,"Animation, Short, Comedy",0,0,6.6,0
"Monsters, Inc.",2001,G,92,"Animation, Adventure, Comedy",96,79,8.1,290642256
Monty Python and the Holy Grail,1975,PG,91,"Adventure, Comedy, Fantasy",96,91,8.2,2562392
Moon,2009,R,97,"Drama, Mystery, Sci-Fi",90,67,7.8,5010163
Moonlight,2016,R,111,Drama,98,99,7.4,27854932
Moonrise Kingdom,2012,PG-13,94,"Adventure, Comedy, Drama",93,84,7.8,45512466
Mortal Kombat,2021,R,110,"Action, Adventure, Fantasy",55,44,6.0,42326031
Mortal Kombat Legends: Battle of the Realms,2021,R,80,"Animation, Action, Adventure",50,0,6.5,0
Mortal Kombat Legends: Scorpion's Revenge,2020,R,80,"Animation, Action, Adventure",90,0,7.4,0
Moulin Rouge!,2001,PG-13,127,"Drama, Musical, Romance",75,66,7.6,57386607
Moxie,2021,PG-13,111,"Comedy, Drama, Music",70,54,6.7,0
Mr. Church,2016,PG-13,104,"Comedy, Drama",24,37,7.6,685780
Mr. Deeds Goes to Town,1936,Not Rated,115,"Comedy, Drama, Romance",91,0,7.8,0
Mr. Nobody,2009,R,141,"Drama, Fantasy, Romance",68,63,7.7,3622
Mr. Smith Goes to Washington,1939,Approved,129,"Comedy, Drama",85,73,8.1,144738
Mrs. Doubtfire,1993,PG-13,125,"Comedy, Drama",70,53,7.1,219195243
Mud,2012,PG-13,130,"Adventure, Drama",97,76,7.4,21590086
Mudbound,2017,R,134,"Drama, War",97,85,7.4,0
Mulan,1998,G,87,"Animation, Adventure, Comedy",86,71,7.7,120620254
Mulholland Dr.,1999,TV-14,88,"Drama, Mystery, Thriller",0,0,8.2,0
Mulholland Drive,2001,R,147,"Drama, Mystery, Thriller",84,86,7.9,7220243
Munich,2005,R,164,"Action, Drama, History",78,74,7.5,47403685
Murder by Death,1976,PG,95,"Comedy, Crime, Mystery",67,62,7.3,0
Murder in the First,1995,R,122,"Drama, Thriller",54,0,7.3,17381942
Murder on the Orient Express,1974,PG,128,"Crime, Drama, Mystery",90,63,7.2,27634716
Mutiny on the Bounty,1935,Approved,132,"Adventure, Biography, Drama",96,87,7.6,0
My Cousin Vinny,1992,R,120,"Comedy, Crime",87,68,7.6,52929168
My Darling Clementine,1946,Approved,97,"Drama, Romance, Western",100,0,7.7,0
My Dinner with Andre,1981,PG,110,"Comedy, Drama",92,83,7.7,5073
My Fair Lady,1964,G,170,"Drama, Family, Musical",95,95,7.7,72560711
My Girl,1991,PG,102,"Comedy, Drama, Family",50,56,6.9,59489799
My Left Foot,1989,R,103,"Biography, Drama",98,97,7.8,14743391
My Little Pony: The Movie,2017,PG,99,"Animation, Adventure, Comedy",48,39,6.1,21885107
My Man Godfrey,1936,Approved,94,"Comedy, Drama, Romance",97,82,7.9,0
My Own Private Idaho,1991,R,104,Drama,80,77,7.0,6401336
My Policeman,2022,R,113,"Drama, Romance",45,50,6.5,0
My Sister's Keeper,2009,PG-13,109,"Drama, Family",47,51,7.3,49200230
Mysterious Skin,2004,Not Rated,105,Drama,87,73,7.6,713240
Mystery Train,1989,R,110,"Comedy, Crime, Drama",89,80,7.5,1541218
Mystic River,2003,R,138,"Crime, Drama, Mystery",89,84,7.9,90135191
Naked,1993,Not Rated,131,"Comedy, Drama",88,85,7.7,1769305
Nappily Ever After,2018,TV-MA,98,"Comedy, Drama, Romance",67,63,6.4,0
Nashville,1975,R,160,"Comedy, Drama, Music",91,96,7.6,9984123
National Lampoon's Christmas Vacation,1989,PG-13,97,Comedy,70,49,7.5,74515899
Natural Born Killers,1994,R,119,"Action, Crime, Romance",51,74,7.2,50282766
Nebraska,2013,R,115,Drama,91,86,7.7,17654912
Nerve,2016,PG-13,96,"Action, Adventure, Crime",67,58,6.5,38583626
Network,1976,R,121,Drama,92,83,8.1,23689877
Never Back Down: No Surrender,2016,R,101,"Action, Sport",0,0,6.3,0
Never Rarely Sometimes Always,2020,PG-13,101,Drama,99,92,7.4,16565
Night of the Living Dead,1968,Not Rated,96,"Horror, Thriller",95,89,7.8,236452
Night on Earth,1991,R,129,"Comedy, Drama",76,68,7.7,2015810
Nightcrawler,2014,R,117,"Crime, Drama, Thriller",95,76,7.8,32381217
Nimona,2023,PG,101,"Animation, Action, Adventure",94,75,7.6,0
Ninotchka,1939,Not Rated,110,"Comedy, Romance",95,0,7.8,0
No Country for Old Men,2007,R,122,"Crime, Drama, Thriller",93,92,8.2,74283625
No Time to Die,2021,PG-13,163,"Action, Adventure, Thriller",83,68,7.3,160891007
Nobody,2021,R,92,"Action, Crime, Drama",84,64,7.4,27568035
Nocturnal Animals,2016,R,116,"Drama, Thriller",74,67,7.5,10663357
Nomadland,2020,R,107,Drama,93,91,7.3,3700000
North by Northwest,1959,Approved,136,"Action, Adventure, Mystery",97,98,8.3,66728
North Country,2005,R,126,Drama,70,68,7.3,18337722
Notes on a Scandal,2006,R,92,"Crime, Drama, Romance",88,73,7.4,17510118
Notorious,1946,Not Rated,102,"Drama, Film-Noir, Romance",96,100,7.9,0
Notting Hill,1999,PG-13,124,"Comedy, Drama, Romance",84,68,7.2,116089678
Now Is Good,2012,PG-13,103,"Drama, Romance",56,0,7.0,0
Now You See Me,2013,PG-13,115,"Crime, Mystery, Thriller",51,50,7.2,117723989
Nowhere Boy,2009,R,98,"Biography, Drama, Music",80,67,7.1,1457248
"O Brother, Where Art Thou?",2000,PG-13,107,"Adventure, Comedy, Crime",78,69,7.7,45512588
Ocean's Eleven,2001,PG-13,116,"Crime, Thriller",83,74,7.7,183417150
October Sky,1999,PG,108,"Biography, Drama, Family",91,71,7.8,32570685
Of Mice and Men,1992,PG-13,115,"Drama, Western",97,73,7.5,5471088
Office Space,1999,R,89,Comedy,80,68,7.6,10827810
Official Secrets,2019,R,112,"Biography, Crime, Drama",82,63,7.3,1988546
Okja,2017,TV-MA,120,"Action, Adventure, Drama",86,75,7.3,0
Old Henry,2021,Not Rated,99,"Action, Drama, Western",95,69,7.3,42068
On Golden Pond,1981,PG,109,Drama,91,68,7.6,119285432
On the Basis of Sex,2018,PG-13,120,"Biography, Drama",72,59,7.1,24704837
On the Waterfront,1954,Approved,108,"Crime, Drama, Thriller",99,91,8.1,0
Once,2007,R,86,"Drama, Music, Romance",97,90,7.8,9439923
Once Upon a Time in America,1984,R,229,"Crime, Drama",87,75,8.3,5321508
Once Upon a Time in Hollywood,2019,R,161,"Comedy, Drama",85,83,7.6,142502728
